speaker,intent,text,clean_text,clean_intent,incorrect_code,revised
Teacher,410.1,"but I really want to reiterate how important the question is, and really reading it, it's asking you if you have enough evidence to say that it would be valuable. Not that they're ready. Would it be valuable to","But I really want to reiterate how important the question is, and really reading it, it's asking you if you have enough evidence to say that it would be valuable. Not that they're ready. ",1,,
Teacher,410.1,"Because he answered, whether it was a good investment. I don't think you may answer the actual question of water being valuable, but I think we all had",,0,,
Teacher,410.1,"Great yeah I think that's really solid, so I have my concern is that I would like to make sure that you are understanding what the question is asking.",,0,,
Teacher,410.1,"But the question was, what equipment did scientists use to discover that? So are craters full of water-- is that a type of equipment?","But the question was, what equipment did scientists use to discover that. So are craters full of water, is that a type of equipment?",1,,
Luis,410.1,"Well, I guess, like I was wondering, like, do they use like oxygen tanks and do they use like that kind of stuff. Because like like that like seems like something they'd have to use, but maybe they don't","Well, I guess, like I was wondering, like, do they use like oxygen tanks and do they use like that kind of stuff. Because like like that like seems like something they'd have to use, but maybe they don't",,1,
Luis,410.1,"Yeah, it says what equipment did scientists use to discover water on the moon.",,,,
Luis,410.1,"Okay, they do use oxygen tanks.","Okay, they do use oxygen tanks.",,2,
Luis,410.1,"just the orbiter, and the microscope.",,,,
Luis,410.1,"So, so I","So, so I",,2,
Luis,410.1,"Now it's so they don't need the oxygen, if they're going up to space.",,,,
Luis,410.1,Like just for the water.,,,,
Luis,410.1,It doesn't.,,,,
Luis,410.1,"Oh um yeah no, I guess, they don't use that to discover water.",,,,
Luis,410.1,"Well, I guess it's answering the question because well it is valuable right like it's really valuable that um that they have like.","Well, I guess it's answering the question because well it is valuable right? like it's really valuable that um that they have like.",,1,
Jazmin,410.1,Is there convincing evidence that water on the moon could be valuable.,,,,
Farrah,410.1,"Oh, OK. OK, gotcha.","Oh, OK. OK, gotcha.",,2,
Farrah,410.1,"Yeah, I don't understand why my answers wrong.","Yeah, I don't understand why my answers wrong.",,2,
Farrah,410.1,But they said that you need the microscope to look at the water,,,,
Chris,410.1,"Um, I went to NASA with my dad. So I know that like scientists use a lot of equipment like um oxygen tanks, well Ehtan said that one, and like masks. They have to wear a mask because they can't breathe in space.",,,,
Chris,410.1,Oh,,,,
Chris,410.1,"Okay, that that actually makes that makes a lot of sense, thank you.","Okay, that that actually makes that makes a lot of sense, thank you.",,2,
Chris,410.1,"Yeah, the lunar orbiter",,,,
Chris,410.1,"Oh, oh, okay, okay, so I get it. Like, I know that that's the answer, like the lunar orbiter is the answer. But, but I thought that I had the right answer you know, because I talked about the water in my answer about like how they they found the water because I know that, you know, to discover stuff means to find stuff.","Oh, oh, okay, okay, so I get it. Like, I know that that's the answer, like the lunar orbiter is the answer. But, but I thought that I had the right answer you know, because I talked about the water in my answer about like how they they found the water because I know that, you know, to discover stuff means to find stuff.",,2,
Chris,410.1,yeah well because that was my answer it first about the craters.,yeah well because that was my answer it first about the craters.,,2,
Chris,410.1,"Yeah, I think, I think that makes sense. Like, so I'm supposed to like pull from the reading answer the question.",,,,
Chris,410.1,"So, but ok but they don't actually say anything about water and and paragraph true they only talk about water in paragraph. I mean, I say they say like you can drink water. Um, but it doesn't say that like I didn't, I didn't see discover or water in that paragraph.",,,,
Chris,410.1,I was just gonna say that I went to NASA so I know that scientists use a lot of equipment like oxygen tanks and masks and suits.,,,,
Chris,410.1,Because it's it's not in the right so even if it was true.,Because it's it's not in the right so even if it was true.,,1,
Chris,410.1,I hadn't hadn't heard of that just yet.,,,,
Chris,410.1,Okay so you can't tell that I need more evidence or I have enough evidence right cuz I pulled it from the story.,Okay so you can't tell that I need more evidence or I have enough evidence right cuz I pulled it from the story.,,1,
Teacher,410.2,but we want to find a piece of equipment that the scientists actually used here,but we want to find a piece of equipment that the scientists actually used here,1,,
Teacher,410.2,"Well i'm I wouldn't necessarily say that your answer is wrong, but I think that maybe there's a more specific answer to what it could be.","Well i'm I wouldn't necessarily say that your answer is wrong, but I think that maybe there's a more specific answer to what it could be.",0,,
Teacher,410.2,but where i'm a little concerned because you didn't find that textual evidence right,but where i'm a little concerned because you didn't find that textual evidence right,0,,
Teacher,410.2,"So Farrah with your question, you tell me about a tool which was great. But when you tell me about the tool. You told me about a tool that's used to look at the water and we're not looking at the water really closely. What are we trying to do to the water, guys.","So Farrah with your question, you tell me about a tool which was great. But when you tell me about the tool. You told me about a tool that's used to look at the water and we're not looking at the water really closely. What are we trying to do to the water, guys.",2,,"So Farrah with your question, you tell me about a tool which was great.  You told me about a tool that's used to look at the water but we're not looking at the water really closely, we are trying to find the water."
Farrah,410.2,Discover the water.,,,,
Teacher,410.2,So right now we have a piece of equipment that is discovering water. So right now I want you to think about what might be a better answer to our question because now we found a piece of equipment that's looking to discover water.,So right now we have a piece of equipment that is discovering water. So right now I want you to think about what might be a better answer to our question because now we found a piece of equipment that's looking to discover water.,0,,
Teacher,410.2,"Okay, you need to be more specific in your answer. What small machine? What was it called?","Okay, you need to be more specific in your answer. What small machine? What was it called?",1,,
Jazmin,410.2,"NASA sent a small machine called a lunar to investigate. Um, a lunar orbiter?","NASA sent a small machine called a lunar to investigate. Um, a lunar orbiter?",,2,
Teacher,410.2,You could have been looking at her paper.,You could have been looking at her paper.,0,,
Oliver,410.2,"Oh no, I would never do that. I know a lot of stuff. I like to watch stuff on YouTube and I like to read about space too. Um, I circled it, I circled that because I know that um that a microscope is is like a tool and this says, this says, if you look at the whole thing . It says that the moon is drier than the dryest desert on Earth. Why did they find ice microscopic meaning you won't be able to see it if you look straight at it and blah, blah, blah, blah, blah. You need a scientific tool called a microscope to look really closely.",,,,
Teacher,410.2,"okay and in your answer. You said that you'd need a scientific tool called a microscope to look really closely and yeah, you would need a microscope to look really closely closely, but does. Does your answer tell what discovered the water?","Okay and in your answer you said that you'd need a scientific tool called a microscope to look really closely. And yeah, you would need a microscope to look really closely closely, but does your answer tell what discovered the water?",1,,
Farrah,410.2,"Oh, interesting. So, well, I guess what I thought was that you couldn't discover the water, unless you saw the water",,,,
Teacher,410.2,but it's not quite the only thing that they used.,but it's not quite the only thing that they used.,0,,
Teacher,410.2,"So scientists do use those type of things. You're right. And, but if you look back in our paragraph like our set our reading passage, there's going to be one specific tool. There are a piece of equipment that they used","So scientists do use those type of things. You're right. And, but if you look back in our paragraph like our set our reading passage, there's going to be one specific tool. There are a piece of equipment that they used",0,,
Teacher,410.2,"Your answers not wrong, but I want you to be more specific.","Your answers not wrong, but I want you to be more specific.",0,,
Teacher,410.2,"I asked Farrah over there who could go deeper into the text and find her answer, you should be able to pull it right from the text. So a small machine is great, but there's more specific information in there that could give a more specific answer.","I asked Farrah over there who could go deeper into the text and find her answer, you should be able to pull it right from the text. So a small machine is great, but there's more specific information in there that could give a more specific answer.",2,,"You should be able to pull your answer right from the text. So a small machine is great, but there's more specific information in there that could give a more specific answer."
Teacher,410.2,But it's not answering that specific question that was being asked of us. So even though your answer is true. It's answering a different question.,But it's not answering that specific question that was being asked of us. So even though your answer is true. It's answering a different question.,0,,
Teacher,410.2,"Remember, we needed to be little bit more specific.","Remember, we needed to be little bit more specific.",0,,
Teacher,410.2,"And that is very, very true, but it's not exactly phrased in the way that answers the question.","And that is very, very true, but it's not exactly phrased in the way that answers the question.",0,,
Teacher,410.2,"Thinking back on what I just told Luis, does it answer the question that we are asking","Thinking back on what I just told Luis, does it answer the question that we are asking",0,,
Teacher,410.2,"Well, just because you need to have a deeper understanding doesn't mean your answers wrong just that you could probably put in a little more detail in your answer.","Well, just because you need to have a deeper understanding doesn't mean your answers wrong just that you could probably put in a little more detail in your answer.",0,,
Farrah,410.2,Okay.,,,,
Teacher,410.2,"And that's a it's an equipment, isn't it, but we look in the passage for a specific small machine and it tells us in the passage that there is a it gives us the name of the small machine.","And that's a it's an equipment, isn't it, but we look in the passage for a specific small machine and it tells us in the passage that there is a it gives us the name of the small machine.",0,,
Teacher,410.2,And Luis That you put scientists found is using a small machine so that small machine is correct that small machine could be any sort of tool. But it's not the specific machine.,And Luis That you put scientists found is using a small machine. so that small machine is correct. that small machine could be any sort of tool. But it's not the specific machine.,0,,
Luis,410.2,Okay.,,,,
Teacher,410.2,So all those facts are right that you guys had but they're wanting a little more specific answer okay.,So all those facts are right that you guys had but they're wanting a little more specific answer okay.,1,,
Teacher,410.2,"So I think the one that stands out to me the most is going to be you Oliver, I noticed that your response says that it's kind of more in relation to Farrah, as opposed to telling me anything about what went on in that text and","So I think the one that stands out to me the most is going to be you Oliver, I noticed that your response says that it's kind of more in relation to Farrah, as opposed to telling me anything about what went on in that text and",2,,"So I think the one that stands out to me the most is going to be you Oliver, I noticed that your response didn't tell me anything about what went on in the text."
Teacher,410.2,"So your answer could be improved with a little bit of clarity. If we were more, a little more specific, I should say. So you say a small machine, what specific small machine do you think you were talking about there?","So your answer could be improved with a little bit of clarity. If we were more, a little more specific, I should say. So you say a small machine, what specific small machine do you think you were talking about there?",0,,
Jazmin,410.2,Well as sentences NASA send a small machine called a lunar orbiter to investigate so that this specific machine is the Lunar Orbiter.,Well as sentences NASA send a small machine called a lunar orbiter to investigate so that this specific machine is the Lunar Orbiter.,,2,
Teacher,410.2,But for this one answer wasn't quite there is because we needed to focus more on that equipment than what the equipment was finding.,But for this one answer wasn't quite there is because we needed to focus more on that equipment than what the equipment was finding.,1,,
Teacher,410.2,but it's still wrong. And it doesn't really tell us what the question is trying to get at. We want to know about this equipment. So we have to make sure we talk about the equipment specifically,But it's still wrong and it doesn't really tell us what the question is trying to get at. We want to know about this equipment. So we have to make sure we talk about the equipment specifically.,1,,
Chris,410.2,"Okay, okay. Yeah.",,,,
Teacher,410.2,The what we're looking for is a bit wider of an understanding what you said is factually true right with the microscope you do use that to look but,The what we're looking for is a bit wider of an understanding what you said is factually true right with the microscope you do use that to look but,0,,
Teacher,410.2,"If we're looking at the the story as a whole, we see that we're talking a lot about space and a lot about the moon, do you think your answer invoke some ideas of the moon or invokes ideas of space.","If we're looking at the the story as a whole, we see that we're talking a lot about space and a lot about the moon, do you think your answer invoke some ideas of the moon or invokes ideas of space.",0,,
Farrah,410.2,"Um, okay. Yeah, cause I know we're supposed to pull something out of the story, and they talk about the microscope and they talk about looking at water really closely on the moon. So, yeah.",,,,
Teacher,410.2,"Yes, yes, they do. They absolutely do. But I think that answered might leave out some important parts of the story.","Yes, yes, they do. They absolutely do. But I think that answer might leave out some important parts of the story.",1,,
Teacher,410.2,So we got to make sure that when we're answering. We try to include some some things like that to let us know to let whoever our reader is of our answers kind of clue in to where we were.,So we got to make sure that when we're answering. We try to include some some things like that to let us know to let whoever our reader is of our answers kind of clue in to where we were.,0,,
Farrah,410.2,Okay.,,,,
Teacher,410.2,"Yes, so NASA did send a small machine. So, good job. And that is really close to what we're looking for here. So the difference are kind of the difference maker here instead of a small machine that could mean a lot of things do you think a microscope counts as a small machine.","Yes, so NASA did send a small machine. So, good job. And that is really close to what we're looking for here. So the difference are kind of the difference maker here instead of a small machine that could mean a lot of things do you think a microscope counts as a small machine.",0,,
Jazmin,410.2,"Yeah. Yeah, you did.",,,,
Teacher,410.2,"Something that's right on the cusp of being just what I'm looking for. In this case, Jazmin was a little too vague.","Something that's right on the cusp of being just what I'm looking for. In this case, Jazmin was a little too vague.",1,,
Teacher,410.2,We're not necessarily letting somebody know hey if you're looking for water on the moon. This is how you go about doing it. We're talking about someone that's already done. We're talking about NASA specifically right,We're not necessarily letting somebody know hey if you're looking for water on the moon. This is how you go about doing it. We're talking about someone that's already done. We're talking about NASA specifically right,0,,
Teacher,410.2,"But when we are answering a question and we when we are prompted to use evidence from the text, our answer must be specific.","But when we are answering a question and we when we are prompted to use evidence from the text, our answer must be specific.",0,,
Teacher,410.2,"But I think it was wanting to be a little bit more specific, as in the microscope lunar orbiter getting a little bit more detail from the reading. So you're on. You're on the correct track Jazmin. We just need to push it a little bit more into detail. Go ahead. Jazmin.","But I think it was wanting to be a little bit more specific, as in the microscope lunar orbiter getting a little bit more detail from the reading. So you're on. You're on the correct track Jazmin. We just need to push it a little bit more into detail. ",2,,But I think it was wanting to be a little bit more specific and getting a little bit more detail from the reading about the microscope and lunar orbiter. So you're on the correct track Jazmin. We just need to push it a little bit more into detail.
Jazmin,410.2,"Yes, we have to go to lunch.",,,,
Teacher,410.2,"Jazmin, you said that NASA sent a small machine, right. They did send a small machine. But what I'm looking for is what is also the name of that small machine.","Jazmin, you said that NASA sent a small machine, right. They did send a small machine. But what I'm looking for is what is also the name of that small machine.",1,,
Jazmin,410.2,"Oh, Lunar Orbiter.",,,,
Teacher,410.2,"Mr Chris, did you consider that those machines were not put inside of our text.","Mr Chris, did you consider that those machines were not put inside of our text.",2,,"Mr Chris, did you consider that those machines were not mentioned in our text?"
Chris,410.2,"Oh, okay. Oh, yeah. Okay. Okay.",,,,
Teacher,410.2,"However, when we're given a text, we do have to look at what it talks about in the text. I know that you answered, saying that they used equipment like oxygen tanks","However, when we're given a text, we do have to look at what it talks about in the text. I know that you answered, saying that they used equipment like oxygen tanks",2,,"However, when we're given a text, we do have to look at what it talks about in the text. I know that you answered, saying that they used equipment like oxygen tanks, but that was not mentioned in the text."
Teacher,410.2,"Your answer is about the kind of water that they found they signed up for was that I thought was microscopic, it doesn't really say that how they got the water. Does that make a difference?","Your answer is about the kind of water that they found they signed up for was that I thought was microscopic, it doesn't really say that how they got the water. Does that make a difference?",2,,Your answer is about how the kind of water that they found was microscopic but it doesn't really say how they got the water. 
Farrah,410.2,"Yes. So, like so. Okay, so the question was, like, how did scientists discover water on the moon and like so they use a microscope for like something for like to, like, study the water",,,,
Teacher,410.2,What Luis and Chris described is how they got to the moon,What Luis and Chris described is how they got to the moon,2,,What Luis and Chris described is how they got to the moon and not what they used to discover water on the moon.
Teacher,410.2,"Well, I'm glad you know all about space, but we're looking for specific information from the text that we have.","Well, I'm glad you know all about space, but we're looking for specific information from the text that we have.",1,,
Teacher,410.2,"All right, well then, if you think you're good. Let's look at your response. First, let's see, our water can be split into two parts hydrogen and oxygen. That is very true, but I'm concerned that you're not giving me a reason to as why it could be valuable on the moon.","All right, well then, if you think you're good let's look at your response. First, let's see, our water can be split into two parts hydrogen and oxygen. That is very true, but I'm concerned that you're not giving me a reason to as why it could be valuable on the moon.",1,,
Teacher,410.2,They did send a small machine to discover water on the moon. But what was the name. We're looking for more detail. What was the name of the small machine.,They did send a small machine to discover water on the moon. But what was the name? We're looking for more detail. What was the name of the small machine?,1,,
Jazmin,410.2,Oh I don't remember.,,,,
Teacher,410.2,"Right. They sent us NASA send a small machine, but you need more detail. Yes, I did send a small machine. But what was the name of this small machine.","Right. NASA sent a small machine, but you need more detail. Yes, they did send a small machine. But what was the name of this small machine?",1,,
Jazmin,410.2,"Um, I think you just said the Lunar Orbiter.",,,,
Teacher,410.2,Okay. Does that answer the question.,Okay. Does that answer the question.,0,,
Teacher,410.2,Right. So how does your answer. Show me evidence of water being valuable.,Right. So how does your answer. Show me evidence of water being valuable.,0,,
Teacher,410.2,"The thing that troubles me with your answer is that you said the same ias Farrah, which shows me that you didn't that you're either looking at Farrah's paper or you didn't have your own idea. And so that's why I need you to to write your own thoughts and think for yourself. Okay.","The thing that troubles me with your answer is that you said the same as Farrah, which shows me that you're either looking at Farrah's paper or you didn't have your own idea. And so that's why I need you to to write your own thoughts and think for yourself. Okay.",2,,"The thing that troubles me with your answer is that you said the same as Farrah, which shows me that you're either looking at Farrah's paper or you didn't have your own idea. "
Teacher,410.2,Or they probably did. But for the sake of this question and the passage that we're looking at. We are going to actually identify the answer from the passage. Right.,Or they probably did. But for the sake of this question and the passage that we're looking at. We are going to actually identify the answer from the passage. Right.,0,,
Teacher,410.2,"Where my concern is, is sometimes you don't listen","Where my concern is, is sometimes you don't listen",0,,
Teacher,410.2,but can I ask you another question about that. So is that convincing me that water would be valuable?,but can I ask you another question about that. So is that convincing me that water would be valuable?,0,,
Teacher,410.2,"Okay, so that is true. That is something that we read in the story, but does it answer the questions about what they used","Okay, so that is true. That is something that we read in the story, but does it answer the questions about what they used?",0,,
Chris,410.2,"Well, your side equipment.",,,,
Teacher,410.2,"That's true, but we want to focus on the text. Let's see.","That's true, but we want to focus on the text. Let's see.",0,,
Teacher,410.2,I think we just need some more to it.,I think we just need some more to it.,0,,
Teacher,410.2,"Wow, that's very possible and Chris, you did find some good information because water can be very heavy. That is true. But we're looking for convincing evidence that it could be valuable.","Wow, that's very possible and Chris, you did find some good information because water can be very heavy. That is true. But we're looking for convincing evidence that it could be valuable.",1,,
Teacher,410.2,"So they do use a lot of things, but I was just wanting guys to look for these specific equipment that the scientists use to discover the water. Does that make sense.","So they do use a lot of things, but I was just wanting guys to look for these specific equipment that the scientists use to discover the water. Does that make sense.",2,,"So they do use a lot of things, but you didn't look for the specific equipment that the scientists used to discover the water. "
Chris,410.2,"Yeah, I think so. I guess I was wondering, like, did they did they not use suits or like, I guess I was just wondering, like, should we say from what we know or you know what I mean.",,,,
Teacher,410.2,"Yeah, so I mean you do have a point there that they used other things too. But I was just looking for a piece of equipment that they use to discover water on the moon.","Yeah, so I mean you do have a point there that they used other things too. But I was just looking for a piece of equipment that they use to discover water on the moon.",1,,
Oliver,410.2,We unfortunately have to go to lunch. But thank you so much for working with us.,,,,
Teacher,410.2,"You're, you know what, you're not wrong, but I'm a little confused on how the oxygen tank helped them discover the water on the moon. Because to me, they knew the oxygen tanks to get to space and to be able to survive in space. I don't see how oxygen tanks discovered the water.","You're, you know what, you're not wrong, but I'm a little confused on how the oxygen tank helped them discover the water on the moon. Because to me, they knew the oxygen tanks to get to space and to be able to survive in space. I don't see how oxygen tanks discovered the water.",2,,"But I'm a little confused on how the oxygen tank helped them discover the water on the moon. Because to me, they needed the oxygen tanks to get to space and to be able to survive in space. I don't see how oxygen tanks discovered the water."
Luis,410.2,"Well, I mean they can't walk around on the moon without oxygen tanks to breathe.",,,,
Teacher,410.2,The point of the oxygen tank is to supply oxygen to the astronauts. I don't think the intention is for it to discover water.,The point of the oxygen tank is to supply oxygen to the astronauts. I don't think the intention is for it to discover water.,1,,
Luis,410.2,Yeah yeah now. Okay.,Yeah yeah now. Okay.,,2,
Teacher,410.2,So I don't know How it was really marked wrong because I think to me. It's just a little bit incomplete.,So I don't know How it was really marked wrong because I think to me. It's just a little bit incomplete.,0,,
Teacher,410.2,So I would say that your answer was just a little bit incomplete. It was lacking a just I'll just a small detail on what specific machine they sent.,So I would say that your answer was just a little bit incomplete. It was lacking just a small detail on what specific machine they sent.,1,,
Jazmin,410.2,"Okay, I guess I thought we were all here cuz our answers were wrong. I thought that's why the teacher told us to come to this small group.",,,,
Teacher,410.2,"Because some of us are, you know, technically correct, but not not super correct like Luis over there said oxygen tanks. Now that is equipment and it did help them, you know, get to The moon to discover the water, but he needed to be a little bit more specific on the actual equipment that discovered the water.","Because some of us are, you know, technically correct, but not not super correct. like Luis over there said oxygen tanks. Now that is equipment and it did help them, you know, get to The moon to discover the water, but he needed to be a little bit more specific on the actual equipment that discovered the water.",2,,"Luis over there said oxygen tanks. Now that is equipment and it did help them, you know, get to the moon to discover the water, but he needed to be a little bit more specific on the actual equipment that discovered the water."
Teacher,410.2,And your answer said they sent a small machine which is true. It's a little bit more detailed than Luis's. We just need that extra bit of  I guess what specific machine.,And your answer said they sent a small machine which is true. It's a little bit more detailed than Luis's. We just need that extra bit of  I guess what specific machine.,1,,
Teacher,410.2,I think that they're wanting a specific like like I think they're trying to get the very specific tool like if they handed you a tool right now. Could you go into space. And could you discover water with that specific tool.,I think that they're wanting a specific like like I think they're trying to get the very specific tool like if they handed you a tool right now. Could you go into space. And could you discover water with that specific tool.,0,,
Teacher,410.2,"So, back to you. Svannah and Oliver the microscope helps them look closer at the water, but the microscope itself didn't actually discover the water. So my suggestion to all of you would be to maybe.","So, back to you. Svannah and Oliver. the microscope helps them look closer at the water, but the microscope itself didn't actually discover the water. So my suggestion to all of you would be to maybe.",2,1,"So, back to you Savannah and Oliver, the microscope helps them look closer at the water, but the microscope itself didn't actually discover the water. "
Teacher,410.2,"I think. I think everybody had you know, good effort on answering the question, but I think we all could have answered the question better and more specific.","I think. I think everybody had you know, good effort on answering the question, but I think we all could have answered the question better and more specific.",0,,
Oliver,410.2,Okay. Oh.,Okay. Oh.,,2,
Teacher,410.2,So I would agree with you say that's not a good investment. But I do think water is valuable. Nancy Jazmin. Yes.,So I would agree with you say that's not a good investment. But I do think water is valuable. Nancy Jazmin. Yes.,0,2,
Teacher,410.2,"But you focus on the article. Alright, so let's draw our attention back to that","But you focus on the article. Alright, so let's draw our attention back to that",0,,
Teacher,410.2,"Well, so even though you know a lot about space and you know that scientists use a lot of equipment like oxygen tanks and microscopes and things like that. It's really cool. But you have kind of missed the answer about what equipment we need to discover the water on the moon.","Well, so even though you know a lot about space and you know that scientists use a lot of equipment like oxygen tanks and microscopes and things like that. It's really cool. But you have kind of missed the answer about what equipment we need to discover the water on the moon.",1,,
Teacher,410.2,"They're both true, it doesn't really encompass how water on the moon might be valuable.","They're both true, it doesn't really encompass how water on the moon might be valuable.",2,,Your answer doesn't really encompass how water on the moon might be valuable.
Teacher,410.2,"So do we have evidence there of what could be used what it could be used for because that's, I think that's what you're struggling with Farrah, is that you want it to be right now and not look for it.","So do we have evidence there of what could be used what it could be used for because that's, I think that's what you're struggling with Farrah, is that you want it to be right now and not look for it.",2,,My concern is that you want it to be right now and you're not thinking about the future.
Farrah,410.2,It seems like it would take a lot of money and time.,It seems like it would take a lot of money and time.,,2,
Teacher,410.2,"Right, we would think that, but when we look at our key words from the text we got to remember, it's telling us the answers in the text. Right. So when we look at our key words and then our key words there in the passage. We know that it's got to be more than just that. And we got to look for the specific answer.","Right, we would think that, but when we look at our key words from the text we got to remember, it's telling us the answers in the text. Right. So when we look at our key words and then our key words there in the passage. We know that it's got to be more than just that. And we got to look for the specific answer.",0,,
Teacher,410.2,lets people know what you're talking about. Because if you just put Lunar Orbiter. We're not going to which question. It goes to,lets people know what you're talking about. Because if you just put Lunar Orbiter. We're not going to which question. It goes to,2,,"Because if you just put Lunar Orbiter, we're not going to know what question you are answering."
Teacher,410.2,"Master breathe with and they use different equipment for different task, but we needed to know specifically what they used to discover the Water Rat.","Master breathe with and they use different equipment for different task, but we needed to know specifically what they used to discover the Water Rat.",0,,
Teacher,410.2,Because if we just put down Lunar Orbiter. They're not going to what we're talking about. What if we put,Because if we just put down Lunar Orbiter they're not going to know what we're talking about. ,1,,
Teacher,410.2,"Well, that wasn't an answer, because I'm in our text. It didn't talk about that.","Well, that wasn't an answer, because in our text it didn't talk about that.",1,,
Chris,410.2,Oh so it's just stuff that we read not stuff that we knew.,,,,
Teacher,410.2,"And you are absolutely right that is straight from the text, they did find water in these craters. So, you are correct on finding where the water is now we just have to look a little deeper and figure out how we discovered where this water is. Does that make sense.","And you are absolutely right that is straight from the text, they did find water in these craters. So, you are correct on finding where the water is now we just have to look a little deeper and figure out how we discovered where this water is. Does that make sense.",0,,
Chris,410.2,"So I did a good job in finding out where the water is I, I gotta find out what what discovered the water",,,,
Teacher,410.2,"Yes, you need to be just a little more descriptive in your response. But once you add that little extra bit of adding the official name of what equipment was used, then you're going to be on the right track.","Yes, you need to be just a little more descriptive in your response. But once you add that little extra bit of adding the official name of what equipment was used, then you're going to be on the right track.",0,,
Teacher,410.2,but your answer sort of just summed up the fact that they sent a small machine and what you should be looking for is maybe an answer that.,but your answer sort of just summed up the fact that they sent a small machine and what you should be looking for is maybe an answer that.,0,,
Teacher,410.2,answers the question better.,answers the question better.,0,,
Teacher,410.2,"but what it says is, you need a scientific tool called a microscope microscope, you look really closely. It doesn't answer the question exactly what equipment did scientists use to discover water on the moon.","but what it says is, you need a scientific tool called a microscope microscope, you look really closely. It doesn't answer the question exactly what equipment did scientists use to discover water on the moon.",2,,"But your answer is, you need a scientific tool called a microscope to look really closely. It doesn't answer the question exactly about what equipment the scientists used to discover water on the moon."
Teacher,410.2,There's a better answer in the text that's saying what did the scientists use to find the water on the moon.,There's a better answer in the text that's saying what did the scientists use to find the water on the moon.,0,,
Farrah,410.2,"Oh, OK. OK.",,,,
Teacher,410.2,I think that you just need maybe a little bit more clarity on it. I think you need to add a little bit more,I think that you just need maybe a little bit more clarity on it. I think you need to add a little bit more,0,,
Teacher,410.2,So you although it's really great that you have a lot of background knowledge we have to look at the the paragraph.,So you although it's really great that you have a lot of background knowledge we have to look at the the paragraph.,2,,So although it's really great that you have a lot of background knowledge we have to look at the the paragraph to answer our question.
Teacher,410.2,"When you went to NASA you seen their outfits and those things. So they were in our story wearing those outfits, but they just didn't talk about that they really focused on water on the moon because that was the title of our story. Does that make sense.","When you went to NASA you seen their outfits and those things. So they were in our story wearing those outfits, but they just didn't talk about that they really focused on water on the moon because that was the title of our story. Does that make sense.",0,,
Chris,410.2,"Yeah, that does so like I need to use the evidence not like background knowledge.",,,,
Teacher,410.2,"So is it heavy. Yes, but in your response to you talked about the ships carrying it. So really, it wouldn't be coming off of the moon. So their ships wouldn't have to carry it. Does that make a little bit more sense.","So is it heavy. Yes, but in your response to you talked about the ships carrying it. So really, it wouldn't be coming off of the moon. So their ships wouldn't have to carry it. Does that make a little bit more sense?",0,,
Chris,410.2,"Yeah, I think it does. Yes, thank you.",,,,
Teacher,410.2,"Uh, your answer is technically correct. The only thing I would change about your answer is if we look back into the text and find more specific evidence that machine that you're referring to what's called a lunar orbiter.","Uh, your answer is technically correct. The only thing I would change about your answer is if we look back into the text and find more specific evidence that machine that you're referring to what's called a lunar orbiter.",0,,
Teacher,410.2,"Okay, Farrah you learned and you saw that you were looking for a piece of machinery. You just picked the wrong one. Right.","Okay, Farrah you learned and you saw that you were looking for a piece of machinery. You just picked the wrong one. Right.",0,,
Teacher,410.2,"Well that's good that you know a lot about space. We're not talking about space, though. Right now we're looking at how we answered this question using the text. So let's see if we can use some of our reasoning skills to do that.","Well that's good that you know a lot about space. We're not talking about space, though. Right now we're looking at how we answered this question using the text. So let's see if we can use some of our reasoning skills to do that.",0,,
Teacher,410.2,"Because if I just say NASA sent a small Machine. While that might be correct, that is that's broad in the sense that a small machine could be anything from a cell phone to a toaster. So we want. We want to see what they say.","Because if I just say NASA sent a small Machine. While that might be correct, that is that's broad in the sense that a small machine could be anything from a cell phone to a toaster. So we want. We want to see what they say.",0,,
Jazmin,410.2,"I think I know I think I was just, I know what this machine was so is the answer. The Lunar Orbiter.",,,,
Teacher,410.2,"But I don't think that they necessarily, this articles necessarily focusing on those things just because it's focusing more on the moon's climate, rather than specific equipment on the moon.","But I don't think that they necessarily, this articles necessarily focusing on those things just because it's focusing more on the moon's climate, rather than specific equipment on the moon.",0,1,
Teacher,410.2,But it doesn't make sense as far as the question goes. So let's look at the question again. I'm going to read it again what equipment did scientists use discover water on the moon. So your answer doesn't really relate to that question. Do you understand that.,But it doesn't make sense as far as the question goes. So let's look at the question again. I'm going to read it again what equipment did scientists use discover water on the moon. So your answer doesn't really relate to that question. ,1,,
Luis,410.2,"Yeah, I think so. I think so.",,,,
Teacher,410.2,"So what do you think may be a better answer as far as, because again, your answer pretty solid as far as a comprehension of space. But as far as discovering water, oxygen tanks don't really have anything to do with that.","So what do you think may be a better answer as far as, because again, your answer pretty solid as far as a comprehension of space. But as far as discovering water, oxygen tanks don't really have anything to do with that.",1,,"Your answer is pretty solid as far as a comprehension of space but as far as discovering water, oxygen tanks don't really have anything to do with that."
Luis,410.2,"Wow, I guess I didn't really read it that well closely. So maybe I didn't, I didn't, I didn't really read it.",,,,
Teacher,410.2,"So yeah, NASA definitely send a small machine, but we really need to get into the specifics.","So yeah, NASA definitely send a small machine, but we really need to get into the specifics.",0,,
