teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
271,Teacher, So they're asking what tool,,,210.2,remark,1,1,3
271,Teacher, Scientists used to discover water on the moon,,,210.2,remark,1,1,3
271,Teacher,"Yeah, it's kind of like a tool",,,210.2,remark,1,1,3
271,Teacher,So Luis You answered equipment like oxygen tanks,,,210.3,remark,1,1,3
271,Luis," I mean, they might not use the oxygen tanks to discover the water, but they would need to have oxygen tanks",,,210.2,response,1,1,3
271,Luis,"Well, it's like, um, maybe",,,210.2,response,1,1,3
271,Luis,On if there were astronauts there because otherwise they couldn't even get to discovering the water because they wouldn't have any oxygen and they wouldn't be alive and they couldn't discover the water,,,,response,1,1,3
271,Teacher,Absolutely,,,410.2,remark,1,1,3
271,Teacher, But the oxygen tanks wouldn't be a tool to discover the water,,,410.2,remark,1,1,3
271,Teacher," If there were astronauts there, they would need oxygen",,,410.2,remark,1,1,3
271,Teacher, That is correct,,,410.2,remark,1,1,3
271,Teacher,So I think we need to do a little bit more digging into the reading and maybe we can look and see if it shows says anywhere in our reading what equipment was used,,,420.3,remark,1,1,3
271,Teacher,So I don't think it would be oxygen tanks,,,130.1,remark,1,1,3
271,Teacher, I do think those would be helpful,,,130.1,remark,1,1,3
271,Teacher, But I don't think that that is exactly what the scientists used to discover the water,,,130.1,remark,1,1,3
271,Teacher, Luis and look and see if you see anything about equipment,,,420.3,remark,1,1,3
271,Teacher,So maybe you could go back in the text,,,420.3,remark,1,1,3
271,Luis, Yeah,,,420.3,response,1,1,3
271,Luis,"Um, yeah, okay, I'll read it",,,420.3,response,1,1,3
271,Teacher,"Okay, I think that's a great idea",,,,remark,1,1,3
271,Teacher, You also said that NASA sent a small machine,,,230.3,remark,1,1,3
271,Teacher,"Now, let's see, Jazmin",,,230.3,remark,1,1,3
271,Teacher,Great response,,,110.2,remark,1,1,3
271,Jazmin,Thank you,,,110.2,response,1,1,3
271,Jazmin," Yeah, I don't understand why my answers wrong",,,110.2,response,1,1,3
271,Teacher,"Well, your answer is not entirely wrong your answer was on track, but we're missing some of those details",,,410.2,remark,1,1,3
271,Teacher,That article had a lot of detail about what that's all machine was and maybe how it helped to discover the water on the moon,,,210.4,remark,1,1,3
271,Teacher,So I think it would also be helpful for you to go back into the text and look and see if you can find any more details about that small machine that they named in our text,,,420.3,remark,1,1,3
271,Jazmin,Okay,,,420.3,response,1,1,3
271,Teacher, Let's see,,,230.3,remark,1,1,3
271,Teacher, I really liked how you said that you need a scientific tool called a microscope to look really closely,,,230.3,remark,1,1,3
271,Teacher,"Now, let's see",,,230.3,remark,1,1,3
271,Teacher, I'm Farrah,,,230.3,remark,1,1,3
271,Farrah,"Yeah, I knew I was looking for equipment and so that's why I found the microscope",,,230.3,response,1,1,3
271,Teacher,"Yeah, and that's a great microscope helped us to look at the water, but do you think it helped us to discover that water",,,210.3,remark,1,1,3
271,Farrah,"Well, I mean, how could you discover something if it's too small to see",,,210.3,response,1,1,3
271,Farrah, You have to be able to see to find it,,,210.3,response,1,1,3
271,Teacher, And I really like that you brought up that point,,,310.1,remark,1,1,3
271,Teacher,You are absolutely right,,,310.1,remark,1,1,3
271,Teacher,But if we Investigate a little bit more into the text we might see that there was something that they used before they got to a microscope,,,130.1,remark,1,1,3
271,Teacher,Before they even got to look at the water they needed a sense of if there was water and so they sent something into the moon or on to the moon to help them discover that water,,,210.4,remark,1,1,3
271,Teacher,"and so do you think that if we look back in our texts, there's something that says  A piece of equipment that helped us to find that water before we used a microscope",,,210.3,remark,1,1,3
271,Farrah,You want me to read it again or,,,210.3,response,1,1,3
271,Farrah,"Well, I mean, I heard Jazmin, talk about the small machine and stuff",,,,response,1,1,3
271,Teacher,"Yeah, so I see I'm looking at the text to and I in our texts that it says, NASA sent a small machine called a lunar orbiter to investigate",,,130.3,remark,1,1,3
271,Teacher,"So the first thing that the scientists did was investigate, they needed to investigate the Moon before they could even go in and see anything else",,,210.4,remark,1,1,3
271,Teacher,So I think maybe our first step would be to think about what scientists did to prepare themselves what scientists knew or didn't know before they got to the Moon before they got some use a microscope to look at their water,,,210.4,remark,1,1,3
271,Teacher, Yes,,,210.4,remark,1,1,3
271,Teacher, Chris,,,210.4,remark,1,1,3
271,Chris," So I know that the scientists use a lot of equipment like oxygen tanks, but also masks and suits",,,210.4,response,1,1,3
271,Chris, So I went to NASA,,,210.4,response,1,1,3
271,Chris,"Yeah, okay",,,210.4,response,1,1,3
271,Teacher, Do we see in the text anywhere that there was any astronauts sent to the moon,,,130.2,remark,1,1,3
271,Teacher, Chris and can someone remind me,,,130.2,remark,1,1,3
271,Teacher, Does anyone remember,,,130.2,remark,1,1,3
271,Teacher,"Yes, that's a very good point as well",,,130.2,remark,1,1,3
271,Chris,"Oh,",,,130.2,response,1,1,3
271,Chris,I don't think it's the word astronaut like and me were,,,,response,1,1,3
271,Teacher,So it does say the word astronaut and it says that water could be valuable for astronauts if there were astronauts present because they could drink that water,,,210.4,remark,1,1,3
271,Teacher,But it doesn't say that they sent any astronauts to the moon to find the water so Chris,,,410.2,remark,1,1,3
271,Teacher, That astronauts would need those masks and suits to do this,,,410.2,remark,1,1,3
271,Teacher, I really appreciate that point and you are correct,,,410.2,remark,1,1,3
271,Teacher," So we don't want to focus on what they would need, we're just focusing on what the machine needed",,,410.2,remark,1,1,3
271,Teacher,But there weren't any astronauts present,,,410.2,remark,1,1,3
271,Chris," So it was like, Oh, it was an unmanned craft",,,410.2,response,1,1,3
271,Chris,"Oh, okay",,,410.2,response,1,1,3
271,Chris," Oh, I learned that word at NASA to",,,410.2,response,1,1,3
271,Teacher, Do you have any suggestions on your answer how we could improve upon your answer,,,210.3,remark,1,1,3
271,Teacher,"Oh wow, I'm so impressed that you know that that's awesome Chris,",,,110.3,remark,1,1,3
271,Teacher,"Luis, and Jazmin",,,210.3,remark,1,1,3
271,Teacher,"Go ahead, Jazmin",,,120.4,remark,1,1,3
271,Jazmin,"Okay, so you said, I have to look for more detail",,,120.4,response,1,1,3
271,Jazmin, So first it said that it was called the Lunar Orbiter and then also it said it looked for the ice deposits and the craters,,,120.4,response,1,1,3
271,Jazmin," And so I found about this machine, a few things",,,120.4,response,1,1,3
271,Teacher, Yes Oliver,,,310.1,remark,1,1,3
271,Teacher, I like that you went back into the text and you found specific details to share with us,,,310.1,remark,1,1,3
271,Teacher,Good,,,310.1,remark,1,1,3
271,Oliver,"On so it's our it's time for us to goal right now, but I wanted to say thank you for paying attention to each one of our answers and giving each one of us something specific to think about and talk about",,,310.1,response,1,1,3
271,Oliver,That really made us feel like you heard us and could help each and every one of us,,,,response,1,1,3
271,Teacher, Oliveron,,,,remark,1,1,3
271,Teacher,"Oh, you're welcome",,,,remark,1,1,3
271,Teacher, Thank you for saying thank you,,,,remark,1,1,3
271,Teacher,"Friends, how are we",,,,remark,2,1,3
271,Farrah, How are you,,,,response,2,1,3
271,Farrah,"Oh, we're good today",,,,response,2,1,3
271,Teacher, I see that you guys have just answered your question your you just answered the question about the text that we read about water on the moon,,,120.2,remark,2,1,3
271,Teacher, Luis,,,120.2,remark,2,1,3
271,Teacher,"Good, thank you",,,120.2,remark,2,1,3
271,Teacher, Yes,,,120.2,remark,2,1,3
271,Luis,"Excuse me, I shouldn't be in this group, I already know all about space",,,120.2,response,2,1,3
271,Teacher,"Wow, to know all about space, you must know a lot",,,110.3,remark,2,1,3
271,Luis,I do,,,110.3,response,2,1,3
271,Teacher,So let me ask you a question,,,,remark,2,1,3
271,Teacher,"And I see that you answered scientist, use a lot of equipment like oxygen tanks",,,110.1,remark,2,1,3
271,Teacher, Luis,,,,remark,2,1,3
271,Teacher,Let's take a look in the question was what equipment did scientists use to discover water on the moon,,,120.2,remark,2,1,3
271,Teacher,In the text,,,230.2,remark,2,1,3
271,Teacher, Do you see anywhere that it says that the oxygen tanks helped to discover the water,,,230.2,remark,2,1,3
271,Teacher, You can go back in the text,,,420.3,remark,2,1,3
271,Teacher,Why don't you take a quick minute and think about that,,,420.3,remark,2,1,3
271,Teacher," And let's see if we see anything that says that oxygen tanks were An equipment used to discover the water, let's take a minute because that is the question",,,420.3,remark,2,1,3
271,Teacher,"The question was what equipment did scientists use to discover the moon, the water on the moon",,,120.2,remark,2,1,3
271,Teacher,So we want to make sure to understand the whole question,,,420.1,remark,2,1,3
271,Teacher, So we understand what they're asking us,,,420.1,remark,2,1,3
271,Luis,"Okay, yeah, I'll read it",,,420.1,response,2,1,3
271,Teacher,Okay,,,,remark,2,1,3
271,Teacher, Sounds good,,,,remark,2,1,3
271,Teacher,Now let's see some other answers Jazmin,,,310.1,remark,2,1,3
271,Teacher, I really liked that you noticed that NASA had sent a small machine,,,310.1,remark,2,1,3
271,Teacher,Do you notice anything else about the equipment that they mentioned,,,210.3,remark,2,1,3
271,Jazmin,Like about the machine or about other equipment,,,210.3,response,2,1,3
271,Teacher, Did you mean that this small machine helped to discover the water on the moon,,,230.1,remark,2,1,3
271,Teacher,So you said that they had sent a small machine,,,230.1,remark,2,1,3
271,Jazmin," Yeah, so that was my answer",,,230.1,response,2,1,3
271,Jazmin,Yes,,,230.1,response,2,1,3
271,Jazmin, Yeah,,,230.1,response,2,1,3
271,Teacher,"Yeah, so that's a great answer",,,210.3,remark,2,1,3
271,Teacher, But I'm wondering if you can give me any more details for that,,,210.3,remark,2,1,3
271,Teacher,You think that you would refer to the text,,,420.2,remark,2,1,3
271,Jazmin,Yeah,,,420.2,response,2,1,3
271,Jazmin," And it says, NASA sent a small machine called a lunar orbiter to investigate and it will land at the mood South Pole and look for ice deposits and the polar crate",,,,response,2,1,3
271,Jazmin,"So yeah, so I found it in part two",,,,response,2,1,3
271,Teacher,Good,,,120.2,remark,2,1,3
271,Teacher," Our question was, what, what equipment and scientists used to discover water on the moon",,,120.2,remark,2,1,3
271,Teacher," And you said, NASA sent a small machine",,,120.2,remark,2,1,3
271,Teacher, So now if we look at your answer to our question,,,120.2,remark,2,1,3
271,Teacher, Do you think that there's a way that you could improve upon your answer,,,210.3,remark,2,1,3
271,Teacher,Looking at that question now and looking at what you just read,,,210.3,remark,2,1,3
271,Teacher, We read in the text,,,210.3,remark,2,1,3
271,Jazmin,"Well, I guess I could put more more like from the text, so I could add",,,210.3,response,2,1,3
271,Jazmin,Like,,,,response,2,1,3
271,Jazmin,The name and how it works,,,,response,2,1,3
271,Teacher, I think that's a great idea to help us expand upon our answer to add some details from the text to show that we truly understand what we're reading,,,420.2,remark,2,1,3
271,Teacher,I love that idea,,,420.2,remark,2,1,3
271,Teacher," Hi, Farrah",,,,remark,2,1,3
271,Teacher, Okay,,,,remark,2,1,3
271,Teacher, Jazmin,,,,remark,2,1,3
271,Teacher,I think that's a great idea,,,,remark,2,1,3
271,Farrah,"Hi, um, I don't understand why my answers wrong",,,,response,2,1,3
271,Teacher, Can you just clarify for me when you said you'd need a microscope to look really closely,,,230.1,remark,2,1,3
271,Teacher,"Okay, let's take a look at your answer",,,230.1,remark,2,1,3
271,Teacher," What do you mean, what are they looking closely at",,,230.1,remark,2,1,3
271,Teacher, So you said that you need a scientific tool called a microscope to look really closely and Farrah,,,230.1,remark,2,1,3
271,Farrah,"So they're looking closely to find the water because it says that it's microscopic the water is so they're looking at the, the really small water with the microscope",,,230.1,response,2,1,3
271,Teacher,"Yes, but let me ask you a further question",,,210.4,remark,2,1,3
271,Teacher, Could they just send a microscope to space and find water,,,210.4,remark,2,1,3
271,Teacher,Or do you think that they need some sort of machine to discover the water,,,210.4,remark,2,1,3
271,Farrah,Is this about like how there's no astronauts,,,210.4,response,2,1,3
271,Farrah,So they need a machine,,,,response,2,1,3
271,Teacher, They use some sort of other equipment,,,210.4,remark,2,1,3
271,Teacher,"Well, so if we refer back to the text I do see your point about them needing a microscope in order to see the water, but before they get a microscope",,,210.4,remark,2,1,3
271,Farrah,Jazmin was talking about that machine that looked in the craters,,,210.4,response,2,1,3
271,Teacher, And so just like I mentioned to Luis and Jazmin is we want to make sure that we're reading our whole question,,,420.1,remark,2,1,3
271,Teacher, Good,,,420.1,remark,2,1,3
271,Teacher,Yes,,,420.1,remark,2,1,3
271,Teacher,So we know that they needed the microscope to analyze it and to better see it but they needed something to help them  Understand if they're even was water on the moon,,,210.4,remark,2,1,3
271,Teacher,And our question is about the equipment that scientists used to discover the water on the moon,,,210.2,remark,2,1,3
271,Teacher,"Oliver, do you want to add something",,,,remark,2,1,3
271,Oliver,"Um, yeah",,,,response,2,1,3
271,Oliver," Okay, I think I can help Farrah out because remember how",,,,response,2,1,3
271,Oliver,"Like if there aren't astronauts, then who would even be holding the microscope",,,,response,2,1,3
271,Oliver," But now I see that, like, yeah, you said you can't just send a microscope to the moon",,,,response,2,1,3
271,Oliver,Because like I picked that same answer to,,,,response,2,1,3
271,Oliver, You have done something first,,,,response,2,1,3
271,Teacher, Do we see that they said they sent astronauts in the text,,,210.4,remark,2,1,3
271,Teacher,Yes,,,210.4,remark,2,1,3
271,Teacher," And so, Oliver, did they send astronauts",,,210.4,remark,2,1,3
271,Teacher, So what did they send,,,210.4,remark,2,1,3
271,Teacher,"No, no",,,210.4,remark,2,1,3
271,Oliver,"Um, so it has to be that Lunar Orbiter",,,210.4,response,2,1,3
271,Oliver," Yeah, I thought I was the microscope to Farrah, but now I changed my mind",,,210.4,response,2,1,3
271,Teacher,"I think that's a great point, though, Oliver is when we go back and we look into our texts and we remember our question we might better analyze what the question is actually asking us",,,420.1,remark,2,1,3
271,Teacher,So if the question that asked us what what equipment did scientists use to better look at water we would absolutely say the microscope,,,210.2,remark,2,1,3
271,Teacher,"So I really liked that you went back in and saw some details, Oliver",,,310.1,remark,2,1,3
271,Teacher, And so that machine that lunar orbiter that we talked about helped us to understand if there was water on the moon,,,210.4,remark,2,1,3
271,Teacher,But first we needed to even understand if there was water on the moon,,,210.4,remark,2,1,3
271,Oliver,"Oh, it's time for us to go to lunch",,,310.1,response,2,1,3
271,Oliver, This was really fun class,,,310.1,response,2,1,3
271,Oliver, I'm so sorry,,,310.1,response,2,1,3
271,Oliver,But I just wanted to say on before we go,,,,response,2,1,3
271,Oliver," Thank you so much, because you helped us see whether our answers actually connected to the question arm and that's why I changed my answer because I realized it didn't actually answer the question",,,,response,2,1,3
271,Oliver, Thank you so much for helping I see that,,,,response,2,1,3
271,Teacher,Thank you Oliver,,,,remark,2,1,3
272,Teacher,Good morning,,,,remark,0,0,3
272,Farrah,Good morning,,,,response,0,0,3
272,Teacher,My name is Teacher,,,,remark,0,0,3
272,Farrah,It's nice to meet you,,,,response,0,0,3
272,Teacher, I'm so happy to see five brilliant minds in front of me,,,,remark,0,0,3
272,Teacher,Nice to meet you,,,,remark,0,0,3
272,Teacher,I want to go over a couple of things,,,150.1,remark,0,0,3
272,Teacher, So did we just read an article,,,150.1,remark,0,0,3
272,Farrah,About about water on the moon,,,150.1,response,0,0,3
272,Teacher, What else was that article about water,,,230.1,remark,0,0,3
272,Teacher,"Great Farrah, can you build to your answer",,,230.1,remark,0,0,3
272,Teacher,Can you add any other details,,,230.1,remark,0,0,3
272,Luis, This is Luis I should,,,230.1,response,0,0,3
272,Luis,"Well, excuse me",,,230.1,response,0,0,3
272,Luis,I and I already know all about space,,,,response,0,0,3
272,Teacher,"Teacher:Okay Luis I want to hear what you have to say it's so important, but I was still asking Farrah if she could build to her answer because I want to know if there's more to the article than just water on the moon",,,110.1,remark,0,0,3
272,Teacher,What else was the article about Farrah,,,230.1,remark,0,0,3
272,Farrah,"Well, it was also about the fact that the moon is a desert and",,,230.1,response,0,0,3
272,Farrah,The different the tool that they had to use when they found the water,,,,response,0,0,3
272,Teacher,Okay and and,,,,remark,0,0,3
272,Farrah,And my answer was the microscope that they use the microscope,,,,response,0,0,3
272,Teacher,"Okay, friends, usually in my classes when students agree we go like this, but if you agree",,,150.1,remark,0,0,3
272,Teacher, Right,,,150.1,remark,0,0,3
272,Teacher, You can raise your hand if you disagree with savannas thoughts and just keep your hand down and we respectfully agree and respectfully disagree,,,150.1,remark,0,0,3
272,Teacher," Luis Can you share what you were gonna share earlier, thank you for waiting",,,120.4,remark,0,0,3
272,Teacher, Good,,,120.4,remark,0,0,3
272,Teacher,"So, Oliver agrees Farrah agrees",,,120.4,remark,0,0,3
272,Luis,"Well, I was just saying I shouldn't be in this group because I already know all about space",,,120.4,response,0,0,3
272,Teacher, So can you tell me what what do you know about space,,,140.1,remark,0,0,3
272,Teacher,"Okay, well, maybe, I don't know",,,140.1,remark,0,0,3
272,Teacher,Maybe that you can teach the rest of us about,,,110.3,remark,0,0,3
272,Luis,"Oh, I know a lot about space because I watch all sorts of YouTube videos about rockets and all of the planets and stuff",,,110.3,response,0,0,3
272,Luis,"And so, for the question",,,,response,0,0,3
272,Luis, I said that scientists use a lot of equipment like oxygen tanks,,,,response,0,0,3
272,Luis," I just, I really love space",,,,response,0,0,3
272,Luis,And they have to have the whole of rocket ship and everything that they need to prepare for that,,,,response,0,0,3
272,Luis," Oh, it's so cool to watch rocket launches and to learn about all the astronauts",,,,response,0,0,3
272,Teacher, I love space to I want us to put on our science minds and only think about the article that we read,,,150.1,remark,0,0,3
272,Teacher, So in the article that we read a read it out loud for us,,,150.1,remark,0,0,3
272,Teacher,Great,,,150.1,remark,0,0,3
272,Teacher, The Moon is a desert,,,120.3,remark,0,0,3
272,Teacher,It is water on the Moon,,,120.3,remark,0,0,3
272,Teacher,Scientists have found evidence that water can be found deep within the moon's polar craters these craters are dark places where the sun never shines NASA send a small machine called a lunar orbiter to investigate,,,120.3,remark,0,0,3
272,Teacher,This lunar orbiter looks for ice deposits in a large polar crater these ice deposits are very small,,,120.3,remark,0,0,3
272,Teacher,I'm going to pause in read the discussion question the discussion question was what equipment did scientists use to discover water on the moon,,,120.2,remark,0,0,3
272,Teacher, That means the moon is still drier than the driest desert on earth,,,120.3,remark,0,0,3
272,Teacher,"Okay, I'm going to continue reading number three",,,120.3,remark,0,0,3
272,Teacher," If you were looking straight at it, you need a scientific tool called a microscope to look really closely",,,120.3,remark,0,0,3
272,Teacher,The water they found is microscopic meaning you wouldn't be able to see it,,,120.3,remark,0,0,3
272,Teacher,The discussion question again what equipment did scientists use to discover water on the moon,,,120.2,remark,0,0,3
272,Teacher,And I can read your answers that you submitted the first time,,,,remark,0,0,3
272,Jazmin," So I saw that NASA sent a small machine, and I don't understand why my answer is wrong",,,210.3,response,0,0,3
272,Jazmin,Yes,,,210.3,response,0,0,3
272,Teacher,I wouldn't say that your answer is wrong,,,110.2,remark,0,0,3
272,Teacher,But I want you to think about what made your mind think that,,,230.1,remark,0,0,3
272,Teacher, Right,,,110.2,remark,0,0,3
272,Teacher,"What made your mind, find that answer",,,230.1,remark,0,0,3
272,Teacher,What did you read,,,230.2,remark,0,0,3
272,Jazmin,I read paragraph two where it says,,,230.2,response,0,0,3
272,Jazmin, NASA,,,,response,0,0,3
272,Jazmin,NASA,,,,response,0,0,3
272,Jazmin, NASA sent a small machine called a lunar orbiter to investigate,,,,response,0,0,3
272,Jazmin," So I said, a small machine",,,,response,0,0,3
272,Teacher,"Okay, excellent",,,310.1,remark,0,0,3
272,Teacher, And I love how you pull that answer for number two,,,310.1,remark,0,0,3
272,Teacher,"When we read an article, I want to make sure that you read through the whole thing and try to pull out pieces from the article for that discussion question",,,420.3,remark,0,0,3
272,Teacher,"And I love what you did with number two, but maybe you can do that with paragraph three, and maybe you can do it with paragraph one",,,420.3,remark,0,0,3
272,Teacher,"Do you guys do have the articles, excuse me, boys and girls do have the article in front of you",,,,remark,0,0,3
272,Farrah,"Yes, it's right here on our tablets",,,,response,0,0,3
272,Teacher,"Okay, so let's all read read through it",,,220.1,remark,0,0,3
272,Teacher, I think we have two minutes left and see if we can build on our answers,,,220.1,remark,0,0,3
272,Teacher,I also want you to think of the thought processes that you had in getting there,,,220.1,remark,0,0,3
272,Teacher,Chris you have a question?,,,120.4,remark,0,0,3
272,Chris,Or you went to NASA,,,120.4,response,0,0,3
272,Chris, So I know that scientists use a lot of equipment like oxygen tanks and masks and suits and stuff,,,120.4,response,0,0,3
272,Teacher,I love that,,,310.1,remark,0,0,3
272,Teacher, And I love how just like Luis You're using previous knowledge and you're making connections and it's so important,,,310.1,remark,0,0,3
272,Teacher,But the focus,,,410.2,remark,0,0,3
272,Teacher," Question is what equipment did scientists use to discover water on the moon, and we need to answer that question using the article",,,410.2,remark,0,0,3
272,Teacher,"So let's take the next two minutes to read through the article, you can have your previous answers",,,210.3,remark,0,0,3
272,Teacher, I love just add to them and then we'll talk about it,,,210.3,remark,0,0,3
272,Teacher,Go ahead,,,,remark,0,0,3
272,Teacher,You have a question?,,,,remark,0,0,3
272,Oliver,I just looked at the clock and we have to lunch now I'm really sorry because this cost was really fun,,,,response,0,0,3
272,Oliver, But I just wanted to say thank you so much for,,,,response,0,0,3
272,Oliver,reminding us that we really have to use the words that are in front of us and the story in front of us and and not just all the things that we already know,,,,response,0,0,3
272,Oliver," Like, like Luis and Chris, but we also have to use that story",,,,response,0,0,3
272,Oliver,"And use what it tells us when we answer the question that was really, really helpful",,,,response,0,0,3
272,Oliver, Thank you so much,,,,response,0,0,3
272,Teacher," Make sure you use the text, have a great lunch and I'll see you a different time",,,,remark,0,0,3
272,Teacher,Welcome,,,,remark,0,0,3
272,Teacher,Good morning friends,,,,remark,1,0,3
272,Farrah,"Hi, good morning",,,,response,1,0,3
272,Teacher, How is everyone today,,,,remark,1,0,3
272,Teacher,My name is Teacher,,,,remark,1,0,3
272,Farrah,"Oh great, how are you",,,,response,1,0,3
272,Teacher, Thank you for asking,,,,remark,1,0,3
272,Teacher,Very good,,,,remark,1,0,3
272,Teacher,"So you just answered a question about, I'm not exactly sure what it was with someone like to raise their hand and tell me what you just read and what you just answered, Luis",,,120.3,remark,1,0,3
272,Luis," So um we answered the question about the equipment and the water on the moon, but I shouldn't be in this group, I already know all about space",,,120.3,response,1,0,3
272,Luis,"Okay, yeah",,,120.3,response,1,0,3
272,Teacher, Maybe someone can read it from their book from their icon,,,120.3,remark,1,0,3
272,Teacher,"Oh, I love to hear what you know about space right now I want to focus on the question that we had to ask, what was it exactly do you have the text in front of you",,,120.3,remark,1,0,3
272,Farrah,"Okay, so the question is what equipment did scientists use to discover water on the moon",,,120.3,response,1,0,3
272,Teacher, Everybody answered that question,,,,remark,1,0,3
272,Teacher,Good,,,,remark,1,0,3
272,Teacher,Luis What was your answer to that question,,,120.4,remark,1,0,3
272,Luis,"Um, I said I'm that scientists use a lot of equipment like oxygen tanks",,,120.4,response,1,0,3
272,Teacher,Jazmin what was your answer to that question,,,120.4,remark,1,0,3
272,Teacher,"Awesome, thank you for sharing",,,110.1,remark,1,0,3
272,Jazmin,"Okay, I said NASA sent a small machine",,,110.1,response,1,0,3
272,Teacher, What was your answer,,,120.4,remark,1,0,3
272,Teacher,Chris,,,120.4,remark,1,0,3
272,Teacher,Thank you for sharing,,,110.1,remark,1,0,3
272,Chris,And my answer is scientists found craters full of water on the moon,,,110.1,response,1,0,3
272,Teacher,Oliver,,,120.4,remark,1,0,3
272,Teacher,"Wow, thank you for sharing",,,110.1,remark,1,0,3
272,Teacher, How is your answer,,,120.4,remark,1,0,3
272,Oliver,"So I circled the same as Farrah, and we both thought it was the microscope",,,110.1,response,1,0,3
272,Teacher, I'm happy that you work with Farrah,,,230.1,remark,1,0,3
272,Teacher,So thank you for sharing,,,230.1,remark,1,0,3
272,Teacher, Did you get any answer independently,,,230.1,remark,1,0,3
272,Oliver,"Oh yeah, I mean, I mean, we both just thought, if the same answer",,,230.1,response,1,0,3
272,Oliver," Um, yeah",,,230.1,response,1,0,3
272,Oliver," I mean, so I thought the microscope and she thought our microscope",,,230.1,response,1,0,3
272,Teacher,I'm happy that you were able to learn from each other,,,110.1,remark,1,0,3
272,Teacher,Farrah?,,,,remark,1,0,3
272,Farrah,"Um, well, my, my full answer is you need a scientific tool called a microscope to look really closely and I I don't understand why my answer is wrong",,,110.1,response,1,0,3
272,Teacher,Thank you for sharing and today is so important because No one's answer is wrong,,,110.2,remark,1,0,3
272,Teacher,And I'm so excited that I got to hear all of your answers because together we can explore more about the moon and more about scientific tools and what scientists have used for their equipments to discover some moon aspects and I hear every student has a different answer,,,150.1,remark,1,0,3
272,Teacher,That's so important because what does that tell me,,,150.1,remark,1,0,3
272,Oliver,"Well, some of us are right and some of us are wrong?",,,150.1,response,1,0,3
272,Teacher," Does anyone else have an idea, why do we all have different answers",,,130.2,remark,1,0,3
272,Teacher,"Oh, OK",,,130.2,remark,1,0,3
272,Teacher," I can see why you think that, but I don't see it that way",,,130.2,remark,1,0,3
272,Jazmin,Maybe,,,130.2,response,1,0,3
272,Jazmin,"Up, there's more than one answer",,,,response,1,0,3
272,Teacher,Very good,,,150.1,remark,1,0,3
272,Teacher, Thank you for sharing,,,150.1,remark,1,0,3
272,Teacher," So here, nobody is wrong or nobody is right, we're all going to learn together and we're going to explore",,,150.1,remark,1,0,3
272,Teacher, Jazmin,,,150.1,remark,1,0,3
272,Teacher,Why there are different tools and different equipment to help scientists to make different discoveries,,,150.1,remark,1,0,3
272,Teacher,Okay,,,,remark,1,0,3
272,Jazmin,Yeah okay that sounds good,,,,response,1,0,3
272,Teacher, We're going to break apart,,,130.2,remark,1,0,3
272,Teacher,So for the remainder of class we're going to break apart into groups or into part with you,,,130.2,remark,1,0,3
272,Teacher,And everyone's going to have an assigned partner to work with in with your partner,,,230.1,remark,1,0,3
272,Teacher, I want you to share your answer and explain why you had that answer for two minutes and then I want our partners to switch in the person who did not share will then share,,,230.1,remark,1,0,3
272,Teacher, Right,,,,remark,1,0,3
272,Teacher,"Okay, so if you need it to me to write that down",,,,remark,1,0,3
272,Teacher," Number one, what we're going to do",,,,remark,1,0,3
272,Teacher,Get a piece of paper and a pencil,,,,remark,1,0,3
272,Teacher,"Oh,",,,,remark,1,0,3
272,Teacher,Yeah,,,,remark,1,0,3
272,Teacher,"So number one,",,,,remark,1,0,3
272,Teacher,"When you work with your partner, you're going to share your answer",,,120.4,remark,1,0,3
272,Teacher,And explain to your partner,,,230.1,remark,1,0,3
272,Teacher, Why you found that answer,,,230.1,remark,1,0,3
272,Teacher,In for number two,,,,remark,1,0,3
272,Teacher,You're going to listen and fully listen to your partner,,,150.1,remark,1,0,3
272,Teacher, The second task you have two minutes,,,150.1,remark,1,0,3
272,Teacher,For number one the first task you have two minutes and for number two,,,150.1,remark,1,0,3
272,Teacher, Okay,,,150.1,remark,1,0,3
272,Teacher, Hold on one second,,,,remark,1,0,3
272,Teacher,So let me find your partners,,,,remark,1,0,3
272,Jazmin,We know who our partners,,,,response,1,0,3
272,Jazmin, I think we're ready to go,,,,response,1,0,3
272,Teacher,"Do you, I actually have assigned partners for you",,,,remark,1,0,3
272,Teacher,I'm gonna have,,,,remark,1,0,3
272,Teacher,Jazmin and Chris work together,,,130.2,remark,1,0,3
272,Teacher,Oliver in Luis then work together,,,130.2,remark,1,0,3
272,Teacher,And then I'm going to work with Farrah,,,,remark,1,0,3
272,Jazmin,Okay,,,,response,1,0,3
272,Jazmin,Okay,,,,response,1,0,3
272,Teacher,Any questions,,,150.1,remark,1,0,3
272,Farrah, I think we're ready to go,,,150.1,response,1,0,3
272,Farrah,I think we're ready,,,150.1,response,1,0,3
272,Teacher,"You're able to move and work with a partner, then go ahead and do so",,,,remark,1,0,3
272,Farrah, But I promise the right people are working together,,,,response,1,0,3
272,Farrah,On we we can move on,,,,response,1,0,3
272,Teacher,Let me know if you have any questions,,,150.1,remark,1,0,3
272,Teacher,Farrah,,,,remark,1,0,3
272,Farrah,You said it was my turn first,,,,response,1,0,3
272,Teacher," So, Farrah",,,,remark,1,0,3
272,Teacher,Yep,,,,remark,1,0,3
272,Teacher, I'm going to work with you,,,,remark,1,0,3
