intent,actor,keys,trigger,text
110.2,Oliver,"says,your-,microscope,right,very,much,right,look,little,deeper","It says your- the microscope is right it is very much right, but we are going to look a little bit deeper ",well
110.2,Chris,"that's,great,that,were,able,gather,that,information,article,they,find,craters,full,water,question,what,equipment,scientists,discover,that,craters,full,water--,that,type,equipment","And that's great that you were able to gather that information out of the article They did find craters full of water But the question was, what equipment did scientists use to discover that? So are craters full of water-- is that a type of equipment? "," So I guess no"
110.2,Chris,,,No
110.2,Chris,,," Craters aren't equipment"
110.2,Jazmin,"exactly,divine,something,they,microscope,find,water,first,place,think,maybe,they,something,else,you're,right,maybe,don't,need,microscope,because,water,maybe,there's,enough,that,they,could,without,jazmin,have,something","Exactly, it's divine something  So did they use the microscope to find the water in the first place  Do you think Or maybe they use something else You're right, but maybe you don't need the microscope to see it because water  Maybe there's enough of it that they could see it without Jazmin, you have something to add ",I don't understand why my answer is wrong
110.2,Farrah,"okay,says,entering,question,question,about,equipment,then,there's,line,blank,this,where,would,equipment,that,they,used,discover,that,water,moon,this,sentence,starter,says,scientists,used,this,where,you're,number,there's,number,side,paragraphs,want,know,exactly,where,found,your,answer,okay,that,make,sense,found,answer,paragraph,blank,okay,just,your,best,want,friends,want,start,thinking,about,changing,wording,your,answer,that's,that,matters,well,start,farrah,answered,part,question,found,equipment,that,they,used,right,that,your,answer,wonderful,farrah,after,read,your,answer","Okay, so it says we're entering question  One question one is about the equipment  And then there's a line blank  So this is where you would put the equipment that they used to discover that water is on the moon So this sentence starter says the scientists used  And this is where you're going to put the number  There's a number at the side of the paragraphs and I want to know exactly where you found your answer  Okay, does that make sense I found my answer in paragraph blank  Okay, just try your best  I want my friends, I want you to start thinking about changing the wording of your answer  That's all that matters  So, well, I start with Farrah  You answered part of the question you found the equipment that they used right that  And your answer is wonderful So Farrah after I read your answer ",Yeah
110.2,Farrah,"severe,that,your,answer,isn't,exactly,wrong,sometimes,just,need,help,explaining,just,need,write,down,where,found,your,answer,your,answer,correct,great,your,thinking,because,that's,important,readers,because,reader,doesn't,read,text,then,they,read,their,answer,they,want,know,that,your,answer,right,that,you're,telling,truth,your,answer,correct,find,equipment,could,fill,sentence,starter,then,want,tell,where,find,evidence,glad,glad","so severe that your answer isn't exactly wrong sometimes we just need help explaining But I just need you to write down where you found your answer So your answer is correct, and you did a great job with your thinking Because that's important for readers to see because if the reader doesn't read the text and then they read their answer  They want to know that your answer is right and that you're telling the truth Your answer at the top is correct, you did find the equipment  So if you could fill out this sentence starter for me But then I want you to tell me where you find the evidence  I'm glad I'm so glad ","Okay, I'll work on that"
110.2,Oliver,"oliver,amazing,that,sentence,starter","Oliver you did an amazing job with that sentence starter ",Thanks
110.2,Luis,"right,luis,think,someone,else,have,listen,guessing,agree","Yes, you are right  Luis, is it you? And I think someone else have listen guessing with you Yes, I agree with you ","Yeah, I, I also know that because I know a lot about space"
110.2,Luis,,," So I know that they have to use oxygen tanks to yeah I know that"
110.2,Chris,"okay,appreciate,that,give,fact,exactly,evidence,passage,when,answer,question,okay,appreciate,that,give,fact,exactly,evidence,passage,when,answer,question,said,crater,water,that,fact,what,made,that","Okay, I really appreciate that you give us a fact and exactly evidence for all the passage when you answer the question Okay, I really appreciate that you give us a fact and exactly evidence for all the passage when you answer the question And you said the crater of water, that is a fact, what made you say that? "," Well, it kind of goes along with my"
110.2,Chris,,,"Well, okay"
110.2,Luis,"does,anybody,agree,that's,what,think,scientists,that,work,nasa,need,equipment,able,able,safely,their,they're,leaving,earth,expeditions,they,need,oxygen,like,chris,said,they,need,proper,space,equipment,that's,great,point,these,pieces,equipment,that,scientists,might,need,they're,doing,investigations,luis,said,know,about,space,want,share,anything,else"," Does anybody agree That's what I think  Yes, scientists that work with NASA need a lot of equipment to be able to be able to safely do their  If they're leaving our earth Expeditions they need oxygen like Chris said they need the proper space equipment  That's a great point These are all pieces of equipment that scientists might need if they're doing investigations Luis You said you know a lot about space, you want to share anything else ","Yeah, I actually, I do because I know but the word orbit means like vehicles around something"
110.2,Luis,,," So like if there weren't even astronauts, they wouldn't really need a microscope"
110.2,Luis,,," And so I'm thinking maybe that that there weren't asked astronaut spec has it doesn't even say the word astronaut anywhere in the story"
110.2,Jazmin,"also,said,that,nasa,sent,small,machine,let's,jazmin"," You also said that NASA sent a small machine Now, let's see, Jazmin ",Thank you
110.2,Jazmin,,," Yeah, I don't understand why my answers wrong"
110.2,Jazmin,"it's,definitely,your,that's,correct,that,small,machine,that,they,sent,find,deposits,just,trying,look,little,deeper,what,machine,doing,order,discover,water,moon","It's definitely your that's correct, that it was a small machine that they sent To find the ice deposits or just trying to look A little bit deeper into What the machine was doing in order to discover the water on the moon "," So, just add some more to my answer"
110.2,Jazmin,,,"Oh, oh, okay"
110.2,Chris,"tool,you're,correct,i'll,keep,that,note,move,someone,else,what,they,let's,right,let's,write,that,down,thank,volunteering,have,another,volunteer,tell,what,they,said,full,water,moon,good,observation,what,made,focus,that,specific,part,relation,question,that,asking,also,follow,same,question,remember,that,text,well"," It is a tool, you're correct  I'll keep that in note and I'm going to move on to someone else and see what they had  So let's right let's write that down  But thank you for volunteering Can I have another volunteer to tell me what they said Full of water on the moon good observation  What made you focus on that specific part in relation to the question that it was asking So I'm also going to follow the same question for you  Yes, I remember that from the text as well ","Oh well, okay"
110.2,Chris,,," So in part one, they talk about"
110.2,Jazmin,"have,hard,time,finding,what,looking,yeah,yeah,great,stuff,when,there's,lots,information,article,focus,information,that,need,we're,here,today,because,think,about,when,reading,sometimes,when,reading,there's,much,information,well,what,makes,think,your,answers,wrong"," I have a hard time finding what I'm looking for Yeah, yeah, some great stuff  How do we when there's lots of information in an article how do we focus on the information that we need  So we're, we're here today because we're going to think about when we're reading  So sometimes when I'm reading, there's so much information Oh, well, what makes you think your answers wrong ",Since we're all in this small group
110.2,Farrah,"awesome,thank,much,that,kind,shows,that,machine,that,they,were,using,called,lunar,orbiter,kind,describes,what,does,know,what's,been,wrong,sorry,about,that,just,realized,that,said,what,equipment,scientists,discover,water,moon,microscope,part,equipment,also,right,thank,that,well","awesome Thank you so much so that kind of shows you that the machine that they were using is called the Lunar orbiter kind of describes what it does And you know what's been I was wrong i'm sorry about that I just realized that said what equipment did scientists use to discover water on the moon, so the microscope was part of the equipment, so you are also right, so thank you for that as well ",Okay
110.2,Jazmin,"they,both,have,right,answer,they're,both,they're,both,part,equipment,that,used,yeah,yeah,because,need,microscope,water,since,small,well,your,answer,actually,isn't,wrong,they're,both,right,because,small,machine,lunar,orbiter,also,microscope,were,both,correct,that,just,equipment,they,used","They both have the right answer they're both they're both part of the equipment that was used see yeah yeah because you need the microscope to see the water, since it was so small um well your answer actually isn't wrong they're both right because the small machine the Lunar orbiter and also the microscope were both correct so that was just all the equipment they used ","Oh Okay, so if I just put NASA sent a small machine then i'm right"
110.2,Farrah,"yeah,you're,right,scientists,moon,don't,have,oxygen,tanks,that's,good,luis,other,friends,guys,know,where,guys,look,your,texts,find,anything,else,about,yeah,they,that,exactly,what,story,said,that,really,good,observation,before,they,found,that,water,what,were,they,what,tools,were,they,using,look,that,water,ground","yeah you're right if scientists on the moon don't have oxygen tanks that's not any good ISM um do you Luis or any of our other friends, do you guys know where can you guys look at your texts and see if you can find anything else about yeah they That is exactly what the story said, and that was a really good observation before they found that water What were they what tools, were they using to look in try to get that water out of the ground ","Well, I don't know because I thought it was the microscope, because how can you find something if it's too small to see"
110.2,Farrah,"want,push,little,think,about,what,scientists,able,microscopes,moon,great,answer,scientists,absolutely,microscopes,time,look,small,things,like,example,water,that's,great,idea,that,both","I want to push you a little bit to think about what the scientists, be able to use the microscopes on the moon? it's a great answer scientists absolutely use microscopes all the time to look at really small things like, for example, water so that's a great idea that both of you had ","Oh well, I mean, I guess, I thought they did on"
110.2,Oliver,"you're,right,you're,right,they,needed,breathe,right,because,they,don't,have,like,oxygen,like,breathe,they,don't,have,that,moon,that,they,need,lunar,orbiter,right,point,they're,microscope,love,that,mentioned,that,then,guys,brought,also,that,they're,need,oxygen,tanks,there,anything,else,they'd,need,find,that,water,perfect,right,they,would,absolutely,need,something,that,yeah,lunar,orbiter,might,that,well,we're,take,different,places,think,that,would,well,help,help,them,down,yeah,oliver,what,think","Yes, you're right you're right they needed to breathe right because they don't have Like the oxygen like we breathe in the air, they don't have that on the moon That they need the Lunar orbiter right and at some point they're going to be the microscope to me I love that you mentioned that and then you guys brought up also that they're going to need some oxygen tanks Is there anything else they'd need to find that water Perfect Yes, you are so right they would absolutely need something to do with that so yeah the Lunar orbiter might do that as well, so we're going to take some different places, and I think that would go with it as well help help them dig down yeah, Oliver what do you think ","um yeah i'm so sorry um I just looked up a clock and we actually we have to put a lunch, but I just wanted to say thank you so much for helping us understand how"
110.2,Oliver,"exactly,awesome,reason,answer,microscope,because,they,actually,water,that,they,found,they,actually,machine,find,actually,find,machine,they,lunar,orbiter,microscope,okay,love,oliveron,farrah,guys,making,connections,microscope,because,correct,because,order,look,closely,need,that's,scientific,tool,that,need,ahead,oliveron","Exactly awesome the reason why the answer is not a microscope because they actually water that they found they actually use the machine to find actually find a machine they use a lunar orbiter microscope Okay, so I do lot love the Oliveron and Farrah you guys are making the connections with microscope because Yes, you are correct because, in order to look at it closely, you need it, you that's the scientific tool that you need go ahead Oliveron ","um yeah so actually I just looked at the clock and it's time for us to go to lunch, but I just wanted to say thank you so much, I feel like you gave each one of us a strategy to help make our answer better on, and that was really helpful, thank you"
110.2,Chris,"yeah,that's,perfect,fact,that,that,brings,over,eton's,point,chris,your,point,about,science,finding,craters,full,moon,water","yeah that's perfect in fact that that brings us over to eton's point in in Chris your point about science is finding craters full of moon on the water ",yeah
110.2,Oliver,"yeah,oliver,you're,exactly,right,there's,more,than,right,answer,here,savannas,answer,about,microscope,correct,jazmin's,answer,about,lunar,orbiter,correct","yeah so Oliver you're exactly right there's more than one right answer here so savannas answer about the microscope was correct and Jazmin's answer about the Lunar orbiter was correct ","Oh OK, so we could say either one"
110.2,Jazmin,"tell,where,text,word,small,machine,doesn't,have,jazmin,somebody,else,help,want,just,find,line,text,that,says,that,nasa,sent,small,machine,wrong,they,definitely,small,machine","can you tell me where in the text you see the word small machine and it doesn't have to be Jazmin somebody else can help her out if you want just find the line in the text that says that NASA sent a small machine it's not wrong they definitely did use a small machine ","And I can, I can tell you where I found it, I found it in part to the beginning of Part two"
110.2,Jazmin,"that's,awesome,answer,jazmin,think,maybe,make,little,more,detailed,include,name,small,machine,great,says,nasa,send,small,machine,called,lunar,orbiter,investigate,that,definitely,part,equipment,scientists,used,discover,water,moon,circle,that,sentence,text","that's an awesome answer Jazmin, I think, maybe to make it a little bit more detailed, you can include the name of the small machine Great so it says NASA send a small machine called a lunar orbiter to investigate And that definitely is part of the equipment scientists used to discover water on the moon and did you circle that sentence in the text ",Oh no I just circled small machine
110.2,Luis,"awesome,thank,sharing,yeah,they,exactly,text,need,scientific,tool,called,microscope,look,closely,would,want,share,yeah,luis","awesome, thank you for sharing yeah they do say exactly in the text, you need a scientific tool called a microscope to look really closely gov would you want to share oh yeah Luis go for it ",yeah okay well my answer was actually that scientists they use a lot of equipment like oxygen tanks
110.2,Oliver,"thank,wonderful,guys,read,about,scientists,moon,anyone,tell,what,they,discover,didn't,know,that,there,water,moon,before,read,text,that,very,interesting,fact,well,anyone,else,have,anything,that,they,found,very,interesting,oliver","Thank you, wonderful so you guys read about scientists and the moon, and can anyone tell me what did they discover?  I didn't know that there was water on the moon before I read the text so that was a very interesting fact to me as well Did anyone else have anything that they found very interesting? Oliver ","yeah well, I thought i'm sorry um it was interesting how they said that the water is is really, really small it's actually like a really, really, really small pieces"
110.2,Oliver,"what,anyone,else-,that's,really,good,thinking,about"," What does anyone else-  That's a really good way of thinking about it ",i'm so sorry
110.2,Chris,"very,good,scientists,equipment,again,doesn't,have,answer,says,what,kind,equipment,that,they,feel,that,these,kind,equipment,part,discovering,water,it's,answer","Very good, yes, scientists do use a lot of equipment so again, this is why it doesn't have to be one answer it says what kind of equipment that they use So if you feel that all of these kind of equipment is a part of discovering water and it's all are the answer ",Oh whoo so we so my answer could be on that the scientists to use the masks and the oxygen tanks and this be suits and the Lunar orbiter and the microscope
110.2,Jazmin,"your,answers,wrong,just,there's,multiple,parts,right,answer,about,small,machine,then,after,they,find,they,found,deposits,they,something,else,like,look,more,closely","your answers not wrong it's just there's multiple parts to it, so you had the right answer about a small machine, but then after they find the they found the ice deposits, they had to use something else to like look at it more closely ",Oh
110.2,,,,Treats partial understandings as valid interpretations of text (e
110.2,,,,g
110.2,,,,", ""You're correct - your answer is correct"")"
410.1,Luis,"alright,have,gathered,here,today,because,concerned,about,each,your,answers,question,each,talked,about,equipment,tools,needed,that,used,moon,need,figure,exactly,which,piece,equipment,they,discover,water,moon,need,back,text,find,specifically,where,states,what,equipment,they,used,discover,water,moon,farrah,talked,about,specific,tool,microscope,also,luis,your,question,your,answer,equipment,well,piece,equipment,used,different,purpose,talked,about,oxygen,tanks,we're,trying,figure,which,equipment,they,used,discovering,water,oxygen,main","Alright, so I have gathered you all here today because I'm concerned about each one of your answers to the question and you each talked about equipment or tools needed That are used on the moon, but we need to figure out exactly which piece of equipment they use to discover water on the moon So we need to go back into the text and find specifically where it states what equipment they used to discover water on the moon and Farrah, you talked about a specific tool, a microscope Also, Luis, your question or your answer  Had to do with equipment as well This piece of equipment is used for a different purpose  But you talked about oxygen tanks and we're trying to figure out which equipment they used for discovering water not oxygen on the main ","Now it's so they don't need the oxygen, if they're going up to space"
410.1,Chris,"lunar,orbiter,that's,what,that's,what,question,what,equipment,scientists,discover,water,moon,said,that,those,things,what,they,used,discover,water,moon"," It was the Lunar Orbiter  But that's not what the, um, that's not what  The question is what equipment did the scientists use to discover the water on the moon? It said that those things are not what they used to discover water on the moon "," But, but I thought that I had the right answer you know, because I talked about the water in my answer about like how they they found the water because I know that, you know, to discover stuff means to find stuff"
410.1,Chris,,," Like, I know that that's the answer, like the lunar orbiter is the answer"
410.1,Chris,,,"Oh, oh, okay, okay, so I get it"
410.1,Chris,"they,those,examples,equipment,just,this,particular,moment,particular,reading,biggest,piece,equipment,that,they,that,lunar,orbiter,that,they,used,discover,equipment,that,they,used,discover,water,chris,correct,that,those,different,types,equipment,that,astronauts,that,this,particular,question","Yes, they use all all of those are examples of equipment and just for this particular moment And for this particular reading The biggest piece of equipment that they use was that lunar orbiter that they used to discover  It was the equipment that they used to discover water But yes, Chris, you are correct, that those are all different types of equipment that astronauts use that for this particular question "," Um, but it doesn't say that like I didn't, I didn't see discover or water in that paragraph"
410.1,Chris,,," I mean, I say they say like you can drink water"
410.1,Chris,,,"So, but ok but they don't actually say anything about water and and paragraph true they only talk about water in paragraph"
410.1,Farrah,"water,they,found,would,microscope,study,doesn't,explain,they,found,water","Yes, so the water they found, you would use a microscope to study it, but it doesn't explain how they found the water ","Oh, OK"
410.1,Farrah,,," OK, gotcha"
410.1,Farrah,"looking,piece,equipment,discover,water,sure,that,maybe,understood,question,correctly,need,scientific,tool,called,microscope,look,closely"," So we're looking for a piece of equipment to discover water  I'm not sure that maybe you understood the question correctly, you put you need a scientific tool called a microscope to look really closely ","Yeah, I don't understand why my answers wrong"
410.1,Farrah,"well,need,microscope,look,closely,question,looking,name,piece,equipment,that,scientists,discover,water,moon","Well, you do need a microscope to look really closely, but this question is, we're looking for the name of the piece of equipment that scientists use to discover water on the moon ",But they said that you need the microscope to look at the water
410.1,Luis,"okay,where,oxygen,takes,your,they,questions,more,based,videos,that,watched,youtube,videos,watch,about,what,read,where,article,doesn't,talk,about,oxygen,tanks"," Okay, so where did you get oxygen takes from in your They questions more based on the videos that you watched or the YouTube videos you watch  It's about what you read So where in the article doesn't talk about oxygen tanks ",It doesn't
410.1,Jazmin,"that,obviously,true,statement,can't,live,without,water,however,what,what,question,asking","Oh that is obviously a true statement  You can't live without water However, what is, what is the question is asking ",Is there convincing evidence that water on the moon could be valuable
410.1,Chris,"right,question,actually,relates,passage,they,different,equipment,what,want,find,equipment,that,mentioned,passage,right,remember,you're,looking,passage,think,another,equipment,that,mentioned,passage,apart,microscope,looking,that,used,discover,find"," Right? But a question actually relates to the passage  They use different equipment  So what we want to do is to find the equipment that was mentioned in the passage  Right? But remember, you're looking at the the passage  So can you think of, I can you see another equipment that was mentioned in the passage, apart from the microscope So we are looking for the one that was used to discover or to find ","Yeah, the lunar orbiter"
410.1,Chris,"that,very,good,question,they,were,focusing,more,what,they,used,find,water,specifically,they,weren't,thinking,about,what,they,actually,space,you're,right,they,oxygen,tanks,things,like,that,because,there,oxygen,space,they,were,focusing,more,water,piece,versus,what,they,space","Yes, that is a very good question  So they were focusing more on what they used to find the water specifically They weren't really thinking about what they use to actually get to space  So yes, you're right, they did use the oxygen tanks and things like that, because there is no oxygen in space, but they were focusing more on the water piece versus what they use to get to space ",Because it's it's not in the right so even if it was true
410.1,Chris,"although,you're,correct,need,microscope,look,closely,what,equip--,they're,asking,what,equipment,scientists,disover,they,discover,water,microscope,they,microscope,microscope,isn't,equipment,that,they,looked,closely,water"," So although you're, you are correct with you need a microscope to look at her really closely, what it equip-- They're asking what equipment do the scientists use to disover it  But did they discover the water with the microscope? So they use the microscope, microscope isn't equipment that they looked at really closely with the water "," So I know that like scientists use a lot of equipment like um oxygen tanks, well Ehtan said that one, and like masks"
410.1,Chris,,," They have to wear a mask because they can't breathe in space"
410.1,Chris,,,"Um, I went to NASA with my dad"
410.1,Luis,"well,discussion,question,today,what,equipment,scientists,discover,water,moon,what,equipment,scientists,used,discover,water,moon,answer,that,question,reading,you've,given,great,answers,didn't,exactly,answer,question,about,equipment","Oh well, our discussion question today was what equipment did the scientists use to discover water on the moon  What equipment did the scientists used to discover water on the moon You can answer that question by reading it and you've given some great answers, but we didn't exactly answer the question about equipment "," Because like like that like seems like something they'd have to use, but maybe they don't"
410.1,Luis,,,"Well, I guess, like I was wondering, like, do they use like oxygen tanks and do they use like that kind of stuff"
410.1,Chris,"will,help,glad,know,stuff,about,oxygen,tanks,things,like,that,that,wouldn't,necessarily,like,oxygen,tanks,things,like,that,want,know,what,specifically,they,used,find,that,water,this,specific,question,however,having,that,knowledge,help,this,overall,topic,specific,that,question,that,makes,sense"," And it will help you I'm glad you do know stuff about oxygen tanks and things like that  And that wouldn't necessarily be like oxygen tanks and things like that  It's want to know what specifically they used to find that water  But for this specific question However, having that knowledge does help you with this overall topic, but it's not specific to that question, if that makes sense ","Yeah, I think, I think that makes sense"
410.1,Chris,,," Like, so I'm supposed to like pull from the reading answer the question"
410.1,Chris,"chris,again,that,that,you're,reading,about,space,that's,awesome,that,you're,excited,about,that,question,your,answer,quick,waters,it's,good,they,don't,have,carry,ships,anymore,read,that,text,that's,fine,water,heavy,what,looking,evidence,that,water,moon,could,valuable,okay,talking,about,bringing,water,that,might,imply,that,water,moon,very,valuable,we'll,just,restate,question,answer,question,yeah,that,that's,good,train,thought,when,look,yours,don't,necessarily,answer,question,tell,what,you're,getting,reading,your,evidence,don't,actually,specifically,answer,question,then,provide,evidence,then,just,explain","Yes, Chris, so on  Again, that you that you're reading about space  And that's awesome that you're excited about that So I'm going To the question and your answer really quick Waters, so it's good  They don't have to Carry it in the ships anymore And you read that in the text, that's fine  Water is heavy Really what we're looking for is evidence that water on the moon could be valuable Okay, so you are talking about bringing water so that might imply that water on the moon can be very valuable  So now if we'll just restate the question, Answer the question Yeah, so that that's a good train of thought So when we look at yours, you don't necessarily answer the question i can i can tell what you're getting at by reading your evidence, but you don't actually specifically answer the question then provide evidence and then just explain it ",Okay so you can't tell that I need more evidence or I have enough evidence right cuz I pulled it from the story
410.1,Luis,"correct,scientists,equipment,like,oxygen,tanks,were,underline,words,equipment,discover,what,equipment,scientists,used,discover,water,moon,oxygen,piece,equipment,doesn't,water,moon"," So, you are correct on how scientists do use a lot of equipment like oxygen tanks But if you were to underline the words equipment and discover how What equipment and scientists used to discover water on the moon oxygen piece of equipment, but it doesn't really go with the water on the moon ","So, so I"
410.1,Luis,"they,masks,suits,oxygen,tanks,discover,water,moon,remember,what,they,used,while,oxygen,tank,mask,suits,part,equipment,they,this,question,only,focusing,what,they,discover,water,moon","So yes, they did use masks and suits and oxygen tanks, but to discover water on the moon remember what they used So while oxygen tank and a mask and suits are part of the equipment they use for this question we're only focusing on what they use to discover water on the moon ","Agile Teacher Lab: just the orbiter, and the microscope"
410.1,Luis,"connected,your,background,knowledge,text,reading,right,only,concern,that,didn't,answer,question,that,originally,asked,which,what,equipment,scientists,discover,water,moon,think,that,scientists,oxygen,tanks,discover,water,moon","Yes, I see how you connected your background knowledge to the text for reading right now, but my only concern is is that you didn't answer the question that I originally asked which was what equipment did scientists use to discover water on the moon, and do you think that scientists use oxygen tanks to discover water on the moon ","Oh um yeah no, I guess, they don't use that to discover water"
410.1,Chris,"okay,connect,were,were,kind,scanning,page,words,that,connected,water,because,question,about,finding,water,moon,just,concerned,that,understanding,full,question,itself,because,question,what,equipment,scientists,discover,water,moon,suggestion,sorry","Okay, so I see how you did connect but you were you were kind of scanning the page for the words that connected to water, because the question was about finding water on the moon But i'm just concerned that you are understanding the full question itself, because the question was what equipment did scientists use to discover water on the moon, so my suggestion sorry ",I was just gonna say that I went to NASA so I know that scientists use a lot of equipment like oxygen tanks and masks and suits
410.1,Luis,"alright,luis,when,look,back,question,while,true,that,scientists,oxygen,tanks,probably,very,often,equipment,that,they,find,water,moon,your,answer,little,says,what,equipment,scientists,discover,water,moon","Alright Luis, so, when we look back at the question  While it may be true that scientists do use oxygen tanks and probably very often, it's not the equipment that they use to find water on the moon  Do you see how you can fix your answer a little bit?  It says what equipment did scientists use to discover water on the moon ","Okay, they do use oxygen tanks"
410.1,Luis,"right,told,that,split,water,hydrogen,oxygen,right,think,that,that's,answering,question,part,question,think,you're,missing","Right, so you told me that we can split up Water into hydrogen and oxygen right but do you think that that's answering the question part of the question do you think you're missing ","Well, I guess it's answering the question because well it is valuable right like it's really valuable that um that they have like"
410.1,Chris,"yeah,important,just,because,they,didn't,talk,about,reading,doesn't,mean,important,want,question,assignment,what,equipment,scientists,discover,moon,want,make,sure,want,make,sure,that,using,text,support,answers,goal,although,they,that,correct,that,answer,wasn't,necessarily,answering,question,understand,your,chris,your,response,scientists,found,craters,full,water,moon","Yeah, it's really - it is really important And but just because they didn't talk about it in the reading doesn't mean it's not important But I want us  And the question from the assignment was what equipment did scientists use to discover on the moon, and we want to make sure we're going to, we want to make sure that we're using the text to support our answers  But the goal  Now, although they did and that is correct, that answer wasn't necessarily answering the question  Do you understand? So your - Chris, your response with scientists found craters full of water on the moon ",Oh
410.1,Chris,"because,were,asking,about,equipment,what,they,found","Because we were asking about equipment, not what they found ","Okay, that that actually makes that makes a lot of sense, thank you"
410.1,Chris,"water,overload,along,passage,words,like,equipment,agree,concern,other,students,they,circle","Yes, the water is an overload along a passage  The key words like equipment do agree  But my concern is other students and they circle ",I hadn't hadn't heard of that just yet
410.1,Luis,"okay,farrah,oliver,start,guys,alright,ready,around,discuss,little,more,about,what,read,that,understand,little,about,what,microscope,little,concerned,that,while,microscope,tool,didn't,discover,water,moon,back,text,think,about,question,what,equipment,scientists,used,discover,water,moon,suggest,back,text,maybe,underline,what,find,again,that,while,you're,here,like,that,found,details,article,talk,chris,tell,that,looking,back,question,what's,question,that,looking,able,tell,what,question,little,concerned,that,connect,question,text"," Okay, so, Farrah and Oliver  I'm going to start with you guys Alright, are we ready to go around and discuss a little bit more about what we read I see that you understand a little about what a microscope is and but I'm a little concerned That while the microscope is a tool, but it didn't really discover the water on the moon So can you go back to the text and think about the question what equipment did scientists used to discover water on the moon So I suggest you go back to the text and maybe underline what you find again  Can you do that for me  And so, so while you're here  So I like that you found some details in the article  Let me talk to you and Chris  Can you tell me that  So looking back at the question, what's the question that we're looking for  Are you able to tell me what the question is But I'm a little concerned that you did not connect the question to the text ","Yeah, it says what equipment did scientists use to discover water on the moon"
410.1,Chris,"yeah,absolutely,kind,part,moon,something,that,caught,water,doesn't,quite,answer,question,about,being,piece,equipment,that,scientists,using,chris,have,follow,about,that","yeah absolutely it's kind of part of the moon, so it is something that caught the water but it doesn't quite answer a question about it being a piece of equipment that the scientists are using Chris, did you have a follow up about that ",yeah well because that was my answer it first about the craters
410.1,Luis,"yeah,you're,answering,question,using,your,knowledge,rate,your,experiences,watching,movies,seeing,equipment,that's,being,used,suggestion,that,look,back,paragraph,name,describe,tool,that,used,find,water,okay,concerned,though,that,question,asking,specifically,water,found","yeah and I see how you're answering this question by using your own knowledge rate your own experiences from watching movies and seeing the equipment that's being used so my suggestion is that you look back at paragraph two, to see if you can name and describe the tool that was used to find the water okay And i'm concerned, though, that the question is asking specifically for how the water was found ",Like just for the water
410.1,,,,Expresses a concern about student’s understanding of the question
310.1,Jazmin,"would,take,long,time,eventually,would,very,very,very,valuable,resource,astronauts,that's,good,thinking,about,jazmin","It would take a long time  But eventually, it would be very, very, very valuable resource for astronauts to use, That's a good way of thinking about it, Jazmin "," I just want to thank you for working with this and like in particular"
310.1,Jazmin,,,"And yet, I just wanted to say"
310.1,Jazmin,,," And we have to match the lunch"
310.1,Farrah,"refer,back,question,mention,equipment,mention,specific,piece,equipment,although,that,best,answer,still,address,equipment,part,question,appreciate,that"," And, um, if you refer back to the question, it did mention equipment You did mention a specific piece of equipment and although that may not be the best answer  And you still address the equipment part of the question, and I appreciate that ",Thank you
310.1,Jazmin,"your,line,thought,appreciate,that,you're,telling,that,they,sent,small,machine,which,equipment,they,used,discover,which,find"," I see your line of thought and I really appreciate that you're telling us that they sent a small machine, which is the equipment and they used it to discover which is to find out, or to see "," You know why I was in the group, it sounds like this small machine was was maybe a right answer"
310.1,Jazmin,,," My answer was wrong"
310.1,Jazmin,,,"I was wondering why, my answer the question"
310.1,Oliver,"words,that,wanting,guys,find,evidence,valuable,that's,very,good,point,could,circle,convincing,evidence,together,yeah,that's,great,idea","But yes, the two key words that I was wanting you guys to find was evidence and valuable yes def That's a very good point  So you could circle convincing evidence together  Yeah, that's a great idea ","Oh, I think to answer my question"
310.1,Farrah,"they're,synonyms,each,other,when,have,something,that's,same,word,tool,would,call,synonym,right,equipment,tools,equipment,another,word,tool,farrah,said,need,specific,tool,called,microscope,look,closely,which,absolutely,true,instead,saying,equipment,like,question,just,said,tool,that's,perfectly,because,they're,synonyms,which,means,that,they're,same,they,mean,same,thing"," So they're synonyms of each other  So when we have something that's the same word for a tool we would call it a synonym You right equipment and tools, the equipment is another word for a tool So Farrah, you said you need a specific tool called a microscope to look really closely which is absolutely true  Instead of saying equipment like the question did you just said tool And that's perfectly because they're synonyms, which means that they're the same or they mean the same thing "," Yeah, exactly"
310.1,Farrah,,,Great
310.1,Farrah,"your,answer,wrong,honey,you're,you're,right,told,gave,text,that,microscope,what,needed,look,really,closely","Your answer is not wrong, honey, you're, you're right You told me and you gave it to me from the text that a microscope is what is needed to look really really closely ","Oh, oh, okay, well then why"
310.1,Luis,"know,about,space,even,remember,correctly,said,scientists,equipment,like,oxygen,tanks,background,info,here,luis,give,another,example,equipment,maybe,something,that,article,that,just,read,that,know,that,nasa,using,space","You know all about space  So even if I remember correctly, you said scientists use a lot of equipment like oxygen tanks So I can add a bit of background info here  Um, so, Luis Can you give me another example of equipment, maybe something from that article that we just read that you know that NASA is using in space ","Um,"
310.1,Chris,"that's,good,question","That's a good question ","And is my answer-- did I get it right when I said that the water is heavy, so it's good they don't have to carry it in the ships anymore?"
310.1,Farrah,"glad,that,referenced,text,because,that,awesome,correct"," And I'm glad that you referenced the text because that was awesome and correct "," Um like, why is my it's because we're all here to like work on it together"
310.1,Farrah,,,"Awesome, but I have one question"
310.1,Farrah,,," Like what, why is my answer, not quite right"
